cluster_name,total_mentions,distinct_calls,confidence,safety_nonsafety_bleed,has_deployment_blocker,evidence_source,member_labels,evidence_sample
cross site and shift compliance benchmarking,1,1,LOW,False,False,voxel,cross site and shift compliance benchmarking,"Drew Emery: You're going to be able to see that overarching site view. So when we look at this specific use case across all sites, we can easily pinpoint which site is, you know, the least compliant for the rules we have in place. | Drew Emery: we can see which shift is being the most compliant with"
integration with an external workflow tool via api data export,1,1,LOW,False,False,voxel,integration with an external workflow tool via api data export,"Drew Emery: We're going to be able to push that safety data into an external workflow tool, either by downloading and uploading the data or by using an API to push it directly over."
loto compliance and jam clearing risk monitoring,1,1,LOW,False,False,voxel,loto compliance and jam clearing risk monitoring,"Jules Blaine: climbing underneath machines while they're not locked out, tagged out | Riley Winslow: Yeah, the problem comes in when something jams. | Riley Winslow: Then it's like, do I quick get up there and yank that board out of there? | Riley Winslow: Or do I go through the whole, you know, ene"
access to heatmap exploration tools for power users,1,1,LOW,False,False,voxel,access to heatmap exploration tools for power users,Riley Winslow: We have heard similar requests from people who want a more interactive way to explore these views.
forklift pit and pedestrian safety proximity speeding no stops coaching,1,1,LOW,False,False,voxel,forklift pit and pedestrian safety proximity speeding no stops coaching,"Hollis Sawyer: So whether that is speeding, whether that's a pit-to-pit proximity, pit-to-pedestrian, no pedestrian zones, no stops, ergonomics, there's a plethora of use cases that are available out of the box to the platform. | Hollis Sawyer: So here we've got pit-to-pit proximity that we're captu"
heat maps to identify operational bottlenecks and movement patterns,1,1,LOW,False,False,voxel,heat maps to identify operational bottlenecks and movement patterns,"Shawn Abbott: So what's working, what are sort of the key flow patterns, pain points, choke points, know, certain areas that are leading to potentially more risk than others, really adding that visibility in place to make sure you guys are continuing to operate with the, you know, at scale with sort"
assign and track corrective actions in platform,1,1,LOW,False,False,voxel,assign and track corrective actions in platform,"Hollis Sawyer: Actions is the new capability that not only allows you to comment on something, but you actually create a workflow within the platform on resolving, on communicating, on coaching, on changing, and having it assigned to individuals and others that can observe and putting. | Hollis Sawy"
walking under suspended loads detection,1,1,LOW,False,False,voxel,walking under suspended loads detection,"Alex Carver: one thing that we just released, too, that would be of interest to you guys is walking under suspended load. | Alex Carver: But we just released walking under suspended load, so I'm sure for your beams, right, that are moving, I'm sure it's a rule that they can't walk under those beams "
leading indicator and behavior change tracking,1,1,LOW,False,False,voxel,leading indicator and behavior change tracking,"Riley Winslow: The leading indicators of risk or being able to witness modified behaviors, you know, seeing that workers are now choosing to do something more safely by utilizing tools that are available to them to, you know, reduce risk is really powerful."
ppe and seatbelt compliance monitoring,1,1,LOW,False,False,voxel,ppe and seatbelt compliance monitoring,"Drew Emery: So as we scroll down, we see safety vest compliance. We're down 80-90%. We're doing a great job. | Drew Emery: no seatbelt, and his PPE is sitting on the side of the forklift here."
suspended load overhead crane safety indoor future scope,1,1,LOW,False,True,mixed,suspended load overhead crane safety indoor future scope,"Aubrey Reeves: Do you have the capability, at least, you know, out of the gate to look at, like, proximity to objects, like dyes specifically, when they're in motion, like a dye on a crane? | Hollis Sawyer: overhead and suspended load right now, from a use case standpoint, is outdoor only. It's raw "
pedestrian walkway compliance and no ped no stop zone enforcement,1,1,LOW,False,False,voxel,pedestrian walkway compliance and no ped no stop zone enforcement,"Gray Ashford: just that, that training office, ship deck, ship desk camera, and really tackling the no-ped zones, like the no-stops in those, like those pedestrian walkways."
obstruction detection in exits extinguishers and walkways,1,1,LOW,False,False,voxel,obstruction detection in exits extinguishers and walkways,"Alex Carver: Basically guys, I call it clutter detection, should something never be left somewhere. | Alex Carver: We don't want an emergency exit blocked, and or the fire extinguisher. | Alex Carver: We've used this a lot at Pioneer Market Group, like laser etched pedestrian walkways. We don't want"
supervisor accountability and action tracking in voxel,1,1,LOW,False,False,voxel,supervisor accountability and action tracking in voxel,"Eden Quill: The actions really can help you track from beginning to end what is going on with, you know, those events, as well as it puts those markers automatically within the platform so that you're not having to constantly remind us or telling us what's going on where those markers get put in. We"
vehicle speed monitoring ports,1,1,LOW,False,False,voxel,vehicle speed monitoring ports,"Indigo Vaughn: No speeding, no idling, suspended load when they're moving those, you know, those large boxes."
